번호,장수명,장수ID,초상화 파일,전신 파일
0947,"양호","ref-0860",resources/officers/portraits/0947.png,resources/officers/fullbody/0947.png
0948,"양홍","ref-0861",resources/officers/portraits/0948.png,resources/officers/fullbody/0948.png
0949,"양앙","ref-0862",resources/officers/portraits/0949.png,resources/officers/fullbody/0949.png
0950,"양씨","ref-0864",resources/officers/portraits/0950.png,resources/officers/fullbody/0950.png
0951,"양추","ref-0865",resources/officers/portraits/0951.png,resources/officers/fullbody/0951.png
0952,"양추","ref-0867",resources/officers/portraits/0952.png,resources/officers/fullbody/0952.png
0953,"양송","ref-0868",resources/officers/portraits/0953.png,resources/officers/fullbody/0953.png
0954,"양임","ref-0869",resources/officers/portraits/0954.png,resources/officers/fullbody/0954.png
0955,"양제","ref-0870",resources/officers/portraits/0955.png,resources/officers/fullbody/0955.png
0956,"양조","ref-0871",resources/officers/portraits/0956.png,resources/officers/fullbody/0956.png
0957,"요주","ref-0872",resources/officers/portraits/0957.png,resources/officers/fullbody/0957.png
0958,"양조","ref-0873",resources/officers/portraits/0958.png,resources/officers/fullbody/0958.png
0959,"양정","ref-0874",resources/officers/portraits/0959.png,resources/officers/fullbody/0959.png
0960,"양도","ref-0875",resources/officers/portraits/0960.png,resources/officers/fullbody/0960.png
0961,"양백","ref-0876",resources/officers/portraits/0961.png,resources/officers/fullbody/0961.png
0962,"양표","ref-0877",resources/officers/portraits/0962.png,resources/officers/fullbody/0962.png
0963,"양민","ref-0878",resources/officers/portraits/0963.png,resources/officers/fullbody/0963.png
0964,"양부","ref-0879",resources/officers/portraits/0964.png,resources/officers/fullbody/0964.png
0965,"양봉","ref-0881",resources/officers/portraits/0965.png,resources/officers/fullbody/0965.png
0966,"양밀","ref-0882",resources/officers/portraits/0966.png,resources/officers/fullbody/0966.png
0967,"뇌공","ref-0883",resources/officers/portraits/0967.png,resources/officers/fullbody/0967.png
0968,"뇌서","ref-0884",resources/officers/portraits/0968.png,resources/officers/fullbody/0968.png
0969,"뇌서","ref-0885",resources/officers/portraits/0969.png,resources/officers/fullbody/0969.png
0970,"나헌","ref-0890",resources/officers/portraits/0970.png,resources/officers/fullbody/0970.png
0971,"이이","ref-0891",resources/officers/portraits/0971.png,resources/officers/fullbody/0971.png
0972,"이악","ref-0894",resources/officers/portraits/0972.png,resources/officers/fullbody/0972.png
0973,"이감","ref-0895",resources/officers/portraits/0973.png,resources/officers/fullbody/0973.png
0974,"이흠","ref-0896",resources/officers/portraits/0974.png,resources/officers/fullbody/0974.png
0975,"육윤","ref-0897",resources/officers/portraits/0975.png,resources/officers/fullbody/0975.png
0976,"육울생","ref-0898",resources/officers/portraits/0976.png,resources/officers/fullbody/0976.png
0977,"육개","ref-0899",resources/officers/portraits/0977.png,resources/officers/fullbody/0977.png
0978,"육모","ref-0903",resources/officers/portraits/0978.png,resources/officers/fullbody/0978.png
0979,"이형","ref-0905",resources/officers/portraits/0979.png,resources/officers/fullbody/0979.png
0980,"이씨","ref-0906",resources/officers/portraits/0980.png,resources/officers/fullbody/0980.png
0981,"이승","ref-0909",resources/officers/portraits/0981.png,resources/officers/fullbody/0981.png
0982,"이소","ref-0910",resources/officers/portraits/0982.png,resources/officers/fullbody/0982.png
0983,"이통","ref-0911",resources/officers/portraits/0983.png,resources/officers/fullbody/0983.png
0984,"이조","ref-0912",resources/officers/portraits/0984.png,resources/officers/fullbody/0984.png
0985,"이부","ref-0914",resources/officers/portraits/0985.png,resources/officers/fullbody/0985.png
0986,"이복","ref-0915",resources/officers/portraits/0986.png,resources/officers/fullbody/0986.png
0987,"이보","ref-0916",resources/officers/portraits/0987.png,resources/officers/fullbody/0987.png
0988,"이풍","ref-0917",resources/officers/portraits/0988.png,resources/officers/fullbody/0988.png
0989,"이풍","ref-0918",resources/officers/portraits/0989.png,resources/officers/fullbody/0989.png
0990,"이봉","ref-0920",resources/officers/portraits/0990.png,resources/officers/fullbody/0990.png
0991,"이밀","ref-0921",resources/officers/portraits/0991.png,resources/officers/fullbody/0991.png
0992,"이몽","ref-0922",resources/officers/portraits/0992.png,resources/officers/fullbody/0992.png
0993,"유은","ref-0923",resources/officers/portraits/0993.png,resources/officers/fullbody/0993.png
0994,"유영","ref-0924",resources/officers/portraits/0994.png,resources/officers/fullbody/0994.png
0995,"유연","ref-0926",resources/officers/portraits/0995.png,resources/officers/fullbody/0995.png
0996,"유화","ref-0927",resources/officers/portraits/0996.png,resources/officers/fullbody/0996.png
0997,"유기","ref-0929",resources/officers/portraits/0997.png,resources/officers/fullbody/0997.png
0998,"유의","ref-0931",resources/officers/portraits/0998.png,resources/officers/fullbody/0998.png
0999,"유훈","ref-0933",resources/officers/portraits/0999.png,resources/officers/fullbody/0999.png
1000,"유현","ref-0934",resources/officers/portraits/1000.png,resources/officers/fullbody/1000.png
1001,"유찬","ref-0935",resources/officers/portraits/1001.png,resources/officers/fullbody/1001.png
1002,"유씨","ref-0936",resources/officers/portraits/1002.png,resources/officers/fullbody/1002.png
1003,"유순","ref-0937",resources/officers/portraits/1003.png,resources/officers/fullbody/1003.png
1004,"유소","ref-0939",resources/officers/portraits/1004.png,resources/officers/fullbody/1004.png
1005,"유승","ref-0940",resources/officers/portraits/1005.png,resources/officers/fullbody/1005.png
1006,"유심","ref-0941",resources/officers/portraits/1006.png,resources/officers/fullbody/1006.png
1007,"유정","ref-0942",resources/officers/portraits/1007.png,resources/officers/fullbody/1007.png
1008,"유선","ref-0943",resources/officers/portraits/1008.png,resources/officers/fullbody/1008.png
1009,"유선","ref-0944",resources/officers/portraits/1009.png,resources/officers/fullbody/1009.png
1010,"유주","ref-0948",resources/officers/portraits/1010.png,resources/officers/fullbody/1010.png
1011,"유도","ref-0949",resources/officers/portraits/1011.png,resources/officers/fullbody/1011.png
1012,"유반","ref-0951",resources/officers/portraits/1012.png,resources/officers/fullbody/1012.png
1013,"유표","ref-0953",resources/officers/portraits/1013.png,resources/officers/fullbody/1013.png
1014,"유민","ref-0955",resources/officers/portraits/1014.png,resources/officers/fullbody/1014.png
1015,"유평","ref-0957",resources/officers/portraits/1015.png,resources/officers/fullbody/1015.png
1016,"유방","ref-0960",resources/officers/portraits/1016.png,resources/officers/fullbody/1016.png
1017,"유모","ref-0961",resources/officers/portraits/1017.png,resources/officers/fullbody/1017.png
1018,"유리","ref-0964",resources/officers/portraits/1018.png,resources/officers/fullbody/1018.png
1019,"유략","ref-0965",resources/officers/portraits/1019.png,resources/officers/fullbody/1019.png
1020,"여위황","ref-0966",resources/officers/portraits/1020.png,resources/officers/fullbody/1020.png
1021,"여일","ref-0967",resources/officers/portraits/1021.png,resources/officers/fullbody/1021.png
1022,"양흥","ref-0969",resources/officers/portraits/1022.png,resources/officers/fullbody/1022.png
1023,"양습","ref-0971",resources/officers/portraits/1023.png,resources/officers/fullbody/1023.png
1024,"양서","ref-0972",resources/officers/portraits/1024.png,resources/officers/fullbody/1024.png
1025,"양무","ref-0975",resources/officers/portraits/1025.png,resources/officers/fullbody/1025.png
1026,"요립","ref-0976",resources/officers/portraits/1026.png,resources/officers/fullbody/1026.png
1027,"여개","ref-0977",resources/officers/portraits/1027.png,resources/officers/fullbody/1027.png
1028,"여예","ref-0978",resources/officers/portraits/1028.png,resources/officers/fullbody/1028.png
1029,"여거","ref-0979",resources/officers/portraits/1029.png,resources/officers/fullbody/1029.png
1030,"여건","ref-0981",resources/officers/portraits/1030.png,resources/officers/fullbody/1030.png
1031,"여공","ref-0982",resources/officers/portraits/1031.png,resources/officers/fullbody/1031.png
1032,"윤직","ref-0990",resources/officers/portraits/1032.png,resources/officers/fullbody/1032.png
1033,"영호우","ref-0991",resources/officers/portraits/1033.png,resources/officers/fullbody/1033.png
1034,"노육","ref-0993",resources/officers/portraits/1034.png,resources/officers/fullbody/1034.png
1035,"누규","ref-0994",resources/officers/portraits/1035.png,resources/officers/fullbody/1035.png
1036,"누현","ref-0995",resources/officers/portraits/1036.png,resources/officers/fullbody/1036.png
1037,"누반","ref-0996",resources/officers/portraits/1037.png,resources/officers/fullbody/1037.png
1038,"노숙","ref-0998",resources/officers/portraits/1038.png,resources/officers/fullbody/1038.png
1039,"노초","ref-0999",resources/officers/portraits/1039.png,resources/officers/fullbody/1039.png
1040,"영제","complete-han-court-lingdi",resources/officers/portraits/1040.png,resources/officers/fullbody/1040.png
1041,"헌제","complete-han-court-xiandi",resources/officers/portraits/1041.png,resources/officers/fullbody/1041.png
1042,"건석","complete-han-court-jianshuo",resources/officers/portraits/1042.png,resources/officers/fullbody/1042.png
1043,"단규","complete-han-court-duangui",resources/officers/portraits/1043.png,resources/officers/fullbody/1043.png
1044,"곽승","complete-han-court-guosheng_eunuch",resources/officers/portraits/1044.png,resources/officers/fullbody/1044.png
1045,"하운","complete-han-court-xiayun",resources/officers/portraits/1045.png,resources/officers/fullbody/1045.png
1046,"필람","complete-han-court-bilan",resources/officers/portraits/1046.png,resources/officers/fullbody/1046.png
1047,"복완","complete-han-court-fuwan",resources/officers/portraits/1047.png,resources/officers/fullbody/1047.png
1048,"위황","complete-han-court-weihuang",resources/officers/portraits/1048.png,resources/officers/fullbody/1048.png
1049,"길본","complete-han-court-jiben",resources/officers/portraits/1049.png,resources/officers/fullbody/1049.png
1050,"오석","complete-han-court-wushuo",resources/officers/portraits/1050.png,resources/officers/fullbody/1050.png
1051,"양사","complete-han-court-yangci",resources/officers/portraits/1051.png,resources/officers/fullbody/1051.png
1052,"장환","complete-han-court-zhanghuan_han",resources/officers/portraits/1052.png,resources/officers/fullbody/1052.png
1053,"진번","complete-han-court-chenfan",resources/officers/portraits/1053.png,resources/officers/fullbody/1053.png
1054,"두무","complete-han-court-douWu",resources/officers/portraits/1054.png,resources/officers/fullbody/1054.png
1055,"이홍","complete-han-court-lihong_han",resources/officers/portraits/1055.png,resources/officers/fullbody/1055.png
1056,"주비","complete-han-court-zhoubi",resources/officers/portraits/1056.png,resources/officers/fullbody/1056.png
1057,"조기","complete-han-court-zhaoqi",resources/officers/portraits/1057.png,resources/officers/fullbody/1057.png
1058,"장검","complete-han-court-zhangjian_han",resources/officers/portraits/1058.png,resources/officers/fullbody/1058.png
1059,"종집","complete-han-court-zhongji",resources/officers/portraits/1059.png,resources/officers/fullbody/1059.png
1060,"종소","complete-han-court-zhongshao",resources/officers/portraits/1060.png,resources/officers/fullbody/1060.png
1061,"진일","complete-han-court-chenyi_han",resources/officers/portraits/1061.png,resources/officers/fullbody/1061.png
1062,"백요","complete-warlords-north-bairao",resources/officers/portraits/1062.png,resources/officers/fullbody/1062.png
1063,"맹대","complete-warlords-north-mengDai",resources/officers/portraits/1063.png,resources/officers/fullbody/1063.png
1064,"방기","complete-warlords-north-pangji_yuan",resources/officers/portraits/1064.png,resources/officers/fullbody/1064.png
1065,"장성","complete-warlords-north-zhangsheng",resources/officers/portraits/1065.png,resources/officers/fullbody/1065.png
1066,"양기","complete-warlords-north-liangqi",resources/officers/portraits/1066.png,resources/officers/fullbody/1066.png
1067,"등희","complete-jing-yi-liang-dengxi_jing",resources/officers/portraits/1067.png,resources/officers/fullbody/1067.png
1068,"황사","complete-jing-yi-liang-huangshe",resources/officers/portraits/1068.png,resources/officers/fullbody/1068.png
1069,"장무","complete-jing-yi-liang-zhangwu_jing",resources/officers/portraits/1069.png,resources/officers/fullbody/1069.png
1070,"장릉","complete-jing-yi-liang-zhangling",resources/officers/portraits/1070.png,resources/officers/fullbody/1070.png
1071,"임기","complete-jing-yi-liang-renqi",resources/officers/portraits/1071.png,resources/officers/fullbody/1071.png
1072,"장유","complete-jing-yi-liang-zhangyu_yizhou",resources/officers/portraits/1072.png,resources/officers/fullbody/1072.png
1073,"맹강","complete-wei-early-mengkang",resources/officers/portraits/1073.png,resources/officers/fullbody/1073.png
1074,"호소","complete-wei-early-huzhao",resources/officers/portraits/1074.png,resources/officers/fullbody/1074.png
1075,"양관","complete-wei-early-liangkuan",resources/officers/portraits/1075.png,resources/officers/fullbody/1075.png
1076,"조구","complete-wei-early-zhaoqu",resources/officers/portraits/1076.png,resources/officers/fullbody/1076.png
1077,"윤봉","complete-wei-early-yinfeng",resources/officers/portraits/1077.png,resources/officers/fullbody/1077.png
1078,"선우은","complete-wei-early-xianyuyin",resources/officers/portraits/1078.png,resources/officers/fullbody/1078.png
1079,"한룡","complete-wei-early-hanlong",resources/officers/portraits/1079.png,resources/officers/fullbody/1079.png
1080,"하기","complete-wei-early-heku i",resources/officers/portraits/1080.png,resources/officers/fullbody/1080.png
1081,"현의","complete-wei-early-xuanyi",resources/officers/portraits/1081.png,resources/officers/fullbody/1081.png
1082,"설홍","complete-wei-early-xuehong",resources/officers/portraits/1082.png,resources/officers/fullbody/1082.png
1083,"조곤","complete-wei-royal-caogun",resources/officers/portraits/1083.png,resources/officers/fullbody/1083.png
1084,"조거","complete-wei-royal-caoju",resources/officers/portraits/1084.png,resources/officers/fullbody/1084.png
1085,"조해","complete-wei-royal-caokai",resources/officers/portraits/1085.png,resources/officers/fullbody/1085.png
1086,"조휘","complete-wei-royal-caohui",resources/officers/portraits/1086.png,resources/officers/fullbody/1086.png
1087,"조동","complete-wei-royal-caodong",resources/officers/portraits/1087.png,resources/officers/fullbody/1087.png
1088,"조준","complete-wei-royal-caojun",resources/officers/portraits/1088.png,resources/officers/fullbody/1088.png
1089,"조간","complete-wei-royal-caogan",resources/officers/portraits/1089.png,resources/officers/fullbody/1089.png
1090,"조병","complete-wei-royal-caobing",resources/officers/portraits/1090.png,resources/officers/fullbody/1090.png
1091,"조위","complete-wei-royal-caowei_prince",resources/officers/portraits/1091.png,resources/officers/fullbody/1091.png
1092,"정밀","complete-wei-late-dingmi",resources/officers/portraits/1092.png,resources/officers/fullbody/1092.png
1093,"성무","complete-wei-late-chengwu",resources/officers/portraits/1093.png,resources/officers/fullbody/1093.png
1094,"문종","complete-wei-late-wenzhong",resources/officers/portraits/1094.png,resources/officers/fullbody/1094.png
1095,"곽통","complete-wei-late-guohuai_son",resources/officers/portraits/1095.png,resources/officers/fullbody/1095.png
1096,"진본","complete-wei-late-chenben",resources/officers/portraits/1096.png,resources/officers/fullbody/1096.png
1097,"진회","complete-wei-late-qinhui_wei",resources/officers/portraits/1097.png,resources/officers/fullbody/1097.png
1098,"윤윤","complete-wei-late-yinyun",resources/officers/portraits/1098.png,resources/officers/fullbody/1098.png
1099,"호세","complete-wei-late-hushi",resources/officers/portraits/1099.png,resources/officers/fullbody/1099.png
1100,"장구검","complete-wei-late-zhangqiu_jian",resources/officers/portraits/1100.png,resources/officers/fullbody/1100.png
1101,"정충","complete-wei-late-zhengchong",resources/officers/portraits/1101.png,resources/officers/fullbody/1101.png
1102,"부동","complete-shu-futong",resources/officers/portraits/1102.png,resources/officers/fullbody/1102.png
1103,"이막","complete-shu-limiao_shu",resources/officers/portraits/1103.png,resources/officers/fullbody/1103.png
1104,"장표","complete-shu-zhangbiao_shu",resources/officers/portraits/1104.png,resources/officers/fullbody/1104.png
1105,"강빈","complete-shu-jiangbin",resources/officers/portraits/1105.png,resources/officers/fullbody/1105.png
1106,"강현","complete-shu-jiangxian",resources/officers/portraits/1106.png,resources/officers/fullbody/1106.png
1107,"왕함","complete-shu-wanghan_shu",resources/officers/portraits/1107.png,resources/officers/fullbody/1107.png
1108,"장이","complete-shu-zhangyi_yidu",resources/officers/portraits/1108.png,resources/officers/fullbody/1108.png
1109,"양완","complete-shu-yangwan",resources/officers/portraits/1109.png,resources/officers/fullbody/1109.png
1110,"장목","complete-shu-zhangmu_shu",resources/officers/portraits/1110.png,resources/officers/fullbody/1110.png
1111,"이당지","complete-shu-lidangzhi",resources/officers/portraits/1111.png,resources/officers/fullbody/1111.png
1112,"전서","complete-wu-quanxu",resources/officers/portraits/1112.png,resources/officers/fullbody/1112.png
1113,"하소","complete-wu-heshao_wu",resources/officers/portraits/1113.png,resources/officers/fullbody/1113.png
1114,"육경","complete-wu-lujing",resources/officers/portraits/1114.png,resources/officers/fullbody/1114.png
1115,"육기","complete-wu-luji_late",resources/officers/portraits/1115.png,resources/officers/fullbody/1115.png
1116,"육운","complete-wu-lu yun",resources/officers/portraits/1116.png,resources/officers/fullbody/1116.png
1117,"장엄","complete-wu-zhangyan_wu",resources/officers/portraits/1117.png,resources/officers/fullbody/1117.png
1118,"곽충","complete-wu-guochong_wu",resources/officers/portraits/1118.png,resources/officers/fullbody/1118.png
1119,"하후걸","complete-romance-xiahoujie",resources/officers/portraits/1119.png,resources/officers/fullbody/1119.png
1120,"공수","complete-romance-kongxiu_gate",resources/officers/portraits/1120.png,resources/officers/fullbody/1120.png
1121,"왕식","complete-romance-wangzhi_gate",resources/officers/portraits/1121.png,resources/officers/fullbody/1121.png
1122,"맹탄","complete-romance-mengtan",resources/officers/portraits/1122.png,resources/officers/fullbody/1122.png
1123,"채양","complete-romance-caiyang",resources/officers/portraits/1123.png,resources/officers/fullbody/1123.png
1124,"두원","complete-romance-duyuan",resources/officers/portraits/1124.png,resources/officers/fullbody/1124.png
1125,"장요","complete-romance-zhangrao",resources/officers/portraits/1125.png,resources/officers/fullbody/1125.png
1126,"서화","complete-romance-xuhe_yellow",resources/officers/portraits/1126.png,resources/officers/fullbody/1126.png
1127,"사마구","complete-romance-simaju_yellow",resources/officers/portraits/1127.png,resources/officers/fullbody/1127.png
1128,"마원의","complete-romance-mayuanyi",resources/officers/portraits/1128.png,resources/officers/fullbody/1128.png
1129,"당주","complete-romance-tangzhou",resources/officers/portraits/1129.png,resources/officers/fullbody/1129.png
1130,"팽탈","complete-romance-pengtuo",resources/officers/portraits/1130.png,resources/officers/fullbody/1130.png
1131,"양령","complete-romance-yangling",resources/officers/portraits/1131.png,resources/officers/fullbody/1131.png
1132,"포융","complete-romance-baolong",resources/officers/portraits/1132.png,resources/officers/fullbody/1132.png
1133,"여몽관","complete-romance-lvmenguan",resources/officers/portraits/1133.png,resources/officers/fullbody/1133.png
1134,"범강부장","complete-romance-zhangFei_soldier",resources/officers/portraits/1134.png,resources/officers/fullbody/1134.png
1135,"한영","complete-romance-hande_son1",resources/officers/portraits/1135.png,resources/officers/fullbody/1135.png
1136,"한요","complete-romance-hande_son2",resources/officers/portraits/1136.png,resources/officers/fullbody/1136.png
1137,"한경","complete-romance-hande_son3",resources/officers/portraits/1137.png,resources/officers/fullbody/1137.png
1138,"요묘","complete-romance-yaomiao",resources/officers/portraits/1138.png,resources/officers/fullbody/1138.png
1139,"사란","complete-romance-xielan",resources/officers/portraits/1139.png,resources/officers/fullbody/1139.png
1140,"소복연","complete-frontier-supuyan",resources/officers/portraits/1140.png,resources/officers/fullbody/1140.png
1141,"난루","complete-frontier-nanlou",resources/officers/portraits/1141.png,resources/officers/fullbody/1141.png
1142,"소리","complete-frontier-suli_xianbei",resources/officers/portraits/1142.png,resources/officers/fullbody/1142.png
1143,"미가","complete-frontier-mijia",resources/officers/portraits/1143.png,resources/officers/fullbody/1143.png
1144,"궐기","complete-frontier-queji",resources/officers/portraits/1144.png,resources/officers/fullbody/1144.png
1145,"괴두","complete-frontier-kuitou",resources/officers/portraits/1145.png,resources/officers/fullbody/1145.png
1146,"북궁백옥","complete-frontier-beigongboyu",resources/officers/portraits/1146.png,resources/officers/fullbody/1146.png
1147,"이문후","complete-frontier-liwenhou",resources/officers/portraits/1147.png,resources/officers/fullbody/1147.png
1148,"송건","complete-frontier-songjian",resources/officers/portraits/1148.png,resources/officers/fullbody/1148.png
1149,"가오","complete-frontier-kewu",resources/officers/portraits/1149.png,resources/officers/fullbody/1149.png
1150,"거비","complete-frontier-qubei",resources/officers/portraits/1150.png,resources/officers/fullbody/1150.png
1151,"팽호","complete-frontier-penghu_shanyue",resources/officers/portraits/1151.png,resources/officers/fullbody/1151.png
1152,"오환왕","complete-frontier-wuhuanwang",resources/officers/portraits/1152.png,resources/officers/fullbody/1152.png
1153,"아라다","complete-frontier-eluoduo",resources/officers/portraits/1153.png,resources/officers/fullbody/1153.png
1154,"나하루","complete-frontier-nahelu",resources/officers/portraits/1154.png,resources/officers/fullbody/1154.png
1155,"치미","complete-frontier-zhimi",resources/officers/portraits/1155.png,resources/officers/fullbody/1155.png
1156,"아라다왕","complete-frontier-a luoduo",resources/officers/portraits/1156.png,resources/officers/fullbody/1156.png
1157,"유부인","complete-women-ladyliu_yuan",resources/officers/portraits/1157.png,resources/officers/fullbody/1157.png
1158,"채부인","complete-women-ladycai_jing",resources/officers/portraits/1158.png,resources/officers/fullbody/1158.png
1159,"환부인","complete-women-ladyhuan_cao",resources/officers/portraits/1159.png,resources/officers/fullbody/1159.png
1160,"모황후","complete-women-empressmao_wei",resources/officers/portraits/1160.png,resources/officers/fullbody/1160.png
1161,"곽황후","complete-women-empressguo_ming",resources/officers/portraits/1161.png,resources/officers/fullbody/1161.png
1162,"사희","complete-women-ladyxie_sunquan",resources/officers/portraits/1162.png,resources/officers/fullbody/1162.png
1163,"왕부인","complete-women-ladywang_sunxiu",resources/officers/portraits/1163.png,resources/officers/fullbody/1163.png
1164,"주황후","complete-women-empresszhu_wu",resources/officers/portraits/1164.png,resources/officers/fullbody/1164.png
1165,"경애황후","complete-women-empresszhang_elder",resources/officers/portraits/1165.png,resources/officers/fullbody/1165.png
1166,"장황후","complete-women-empresszhang_younger",resources/officers/portraits/1166.png,resources/officers/fullbody/1166.png
1167,"목황후","complete-women-empresswu_shu",resources/officers/portraits/1167.png,resources/officers/fullbody/1167.png
1168,"장성채","complete-women-zhangxingcai",resources/officers/portraits/1168.png,resources/officers/fullbody/1168.png
1169,"변황후","complete-women-ladybian_later",resources/officers/portraits/1169.png,resources/officers/fullbody/1169.png
1170,"곽씨","complete-women-ladyguo_cao",resources/officers/portraits/1170.png,resources/officers/fullbody/1170.png
1171,"조씨","complete-women-ladycao_liu",resources/officers/portraits/1171.png,resources/officers/fullbody/1171.png
1172,"마씨","complete-women-ladyma",resources/officers/portraits/1172.png,resources/officers/fullbody/1172.png
1173,"진씨","complete-women-ladychen",resources/officers/portraits/1173.png,resources/officers/fullbody/1173.png
1174,"전씨","complete-women-ladyquan",resources/officers/portraits/1174.png,resources/officers/fullbody/1174.png
1175,"육씨","complete-women-ladylu",resources/officers/portraits/1175.png,resources/officers/fullbody/1175.png
1176,"사마량","complete-jin-simaLiang",resources/officers/portraits/1176.png,resources/officers/fullbody/1176.png
1177,"사마준","complete-jin-simajun",resources/officers/portraits/1177.png,resources/officers/fullbody/1177.png
1178,"사마륜","complete-jin-simalun",resources/officers/portraits/1178.png,resources/officers/fullbody/1178.png
1179,"왕제","complete-jin-wangji_jin",resources/officers/portraits/1179.png,resources/officers/fullbody/1179.png
1180,"마륭부장","complete-jin-maLong_sub",resources/officers/portraits/1180.png,resources/officers/fullbody/1180.png
1181,"장교","complete-jin-zhangqiao_jin",resources/officers/portraits/1181.png,resources/officers/fullbody/1181.png
1182,"왕개","complete-jin-wangkai_jin",resources/officers/portraits/1182.png,resources/officers/fullbody/1182.png
1183,"하반","complete-jin-hepan",resources/officers/portraits/1183.png,resources/officers/fullbody/1183.png
